id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
272,food,The food served was cold and tasteless.,1272202222,2024-08-03 13:15:00,2024-08-03 14:45:00,completed,staff272,,,"The food was replaced, but it still lacked quality.",2,0.598387774348656,image272.jpg,video272.mp4
273,unhygenic_compartment,The compartment had dirty seats and a foul odor.,1273303333,2024-08-05 12:00:00,2024-08-05 13:30:00,completed,staff273,,,"The cleanliness was delayed, but the staff acted quickly once noticed.",3,0.7542553352596223,image273.jpg,video273.mp4
275,violence,"A passenger started fighting with the staff, causing a disturbance.",1275505555,2024-08-09 13:30:00,2024-08-09 15:00:00,completed,staff275,,,"The situation was handled, but it created an uncomfortable atmosphere.",3,0.7468726628252881,image275.jpg,video275.mp4
276,unhygenic_toilet,The toilet had no tissue and was filthy.,1276606666,2024-08-11 12:30:00,2024-08-11 14:00:00,completed,staff276,,,"The toilet was cleaned, but it still lacked tissue paper.",3,0.5269991931844024,image276.jpg,video276.mp4
277,management,"There was no information about the train delay, and passengers were left in the dark.",1277707777,2024-08-13 12:45:00,2024-08-13 14:15:00,completed,staff277,,,The delay was handled poorly with no communication from the staff.,2,0.3538994488764267,image277.jpg,video277.mp4
278,Electricity,"The train lost power for a while, making the journey uncomfortable.",1278808888,2024-08-15 13:00:00,2024-08-15 14:30:00,completed,staff278,,,"The power issue was fixed, but it caused significant discomfort.",3,0.4705887849759961,image278.jpg,video278.mp4
279,unhygenic_toilet,The washbasin was clogged and had a foul smell.,1279909999,2024-08-17 12:30:00,2024-08-17 14:00:00,completed,staff279,,,"The washbasin was cleaned, but the smell lingered for a while.",3,0.3826545320131957,image279.jpg,video279.mp4
280,damage_window,The window was broken and couldn’t be shut properly.,1280000000,2024-08-19 13:15:00,2024-08-19 14:45:00,completed,staff280,,,"The window was fixed, but it still let in a lot of cold air.",3,0.5104353699655002,image280.jpg,video280.mp4
281,damage_seat,The seat was too small and uncomfortable.,1281101111,2024-08-21 12:00:00,2024-08-21 13:30:00,completed,staff281,,,"The seat was replaced, but the overall comfort was still poor.",3,0.7784911338613274,image281.jpg,video281.mp4
282,food,The food served was stale and didn't taste good.,1282202222,2024-08-23 12:30:00,2024-08-23 14:00:00,completed,staff282,,,"The food was replaced, but the taste was still lacking.",2,0.4662042090659545,image282.jpg,video282.mp4
283,unhygenic_compartment,"The compartment was dirty, and there were no cleaning staff in sight.",1283303333,2024-08-25 13:00:00,2024-08-25 14:30:00,completed,staff283,,,"The issue was resolved, but the delay caused discomfort.",3,0.3097631769475356,image283.jpg,video283.mp4
285,violence,"A passenger was acting aggressively, causing panic among others.",1285505555,2024-08-29 13:00:00,2024-08-29 14:30:00,completed,staff285,,,"The situation was managed, but it created a tense environment.",3,0.7537665270579598,image285.jpg,video285.mp4
286,unhygenic_toilet,"The toilet was extremely dirty, and the flush was not working.",1286606666,2024-08-31 12:30:00,2024-08-31 14:00:00,completed,staff286,,,"The toilet was cleaned, but it was still unpleasant to use.",3,0.4438024575053263,image286.jpg,video286.mp4
287,management,"There was no announcement about the train delay, which caused confusion.",1287707777,2024-09-02 13:15:00,2024-09-02 14:45:00,completed,staff287,,,The lack of communication made the delay even more frustrating.,2,0.2682578894145623,image287.jpg,video287.mp4
288,Electricity,"The power went out multiple times during the journey, affecting the comfort.",1288808888,2024-09-04 12:00:00,2024-09-04 13:30:00,completed,staff288,,,"The power was restored, but it was inconvenient throughout the trip.",3,0.5010798870853148,image288.jpg,video288.mp4
289,unhygenic_toilet,"The washbasin was dirty, and the water pressure was very low.",1289909999,2024-09-06 13:00:00,2024-09-06 14:30:00,completed,staff289,,,"The washbasin was cleaned, but the water pressure problem remained.",3,0.5467055338842529,image289.jpg,video289.mp4
290,damage_window,"The window was shattered, and there was glass everywhere.",1290000000,2024-09-08 12:30:00,2024-09-08 14:00:00,completed,staff290,,,"The window was repaired, but it took a while to fix.",3,0.4299825181043686,image290.jpg,video290.mp4
291,damage_seat,The seat had a large tear and was very uncomfortable.,1291101111,2024-09-10 12:00:00,2024-09-10 13:30:00,completed,staff291,,,"The seat was replaced, but the journey was still uncomfortable.",3,0.3605851883694378,image291.jpg,video291.mp4
292,food,The food served was not fresh and tasted bad.,1292202222,2024-09-12 13:15:00,2024-09-12 14:45:00,completed,staff292,,,"The food was replaced, but the quality remained disappointing.",2,0.3715997648456676,image292.jpg,video292.mp4
293,unhygenic_compartment,"The compartment was extremely dirty, and there was visible trash on the floor.",1293303333,2024-09-14 12:00:00,2024-09-14 13:30:00,completed,staff293,,,"The cleanliness was addressed, but the delay caused discomfort.",3,0.4211177331157532,image293.jpg,video293.mp4
295,violence,"A passenger was arguing loudly with staff, disturbing the rest of the passengers.",1295505555,2024-09-18 13:00:00,2024-09-18 14:30:00,completed,staff295,,,"The situation was resolved, but the disturbance was unpleasant.",3,0.5022964602708473,image295.jpg,video295.mp4
296,unhygenic_toilet,"The toilet had no soap or hand sanitizer, and it was dirty.",1296606666,2024-09-20 12:30:00,2024-09-20 14:00:00,completed,staff296,,,"The toilet was cleaned, but it still lacked essential supplies.",3,0.5582689928183912,image296.jpg,video296.mp4
297,management,"The train was delayed, and there was no announcement or staff to help.",1297707777,2024-09-22 12:00:00,2024-09-22 13:30:00,completed,staff297,,,The lack of communication made the delay worse.,2,0.2770065911812434,image297.jpg,video297.mp4
298,Electricity,The electricity kept going off during the journey.,1298808888,2024-09-24 12:30:00,2024-09-24 14:00:00,completed,staff298,,,"The issue was resolved, but the power cuts were very annoying.",3,0.3085653342038885,image298.jpg,video298.mp4
299,unhygenic_toilet,"The washbasin was clogged, and the water was not draining properly.",1299909999,2024-09-26 12:45:00,2024-09-26 14:15:00,completed,staff299,,,"The issue was fixed, but the water pressure was still low.",3,0.5265918063152134,image299.jpg,video299.mp4
300,damage_window,The window had a huge crack and couldn't be closed.,1300000000,2024-09-28 12:00:00,2024-09-28 13:30:00,completed,staff300,,,"The window was repaired, but it was a major inconvenience.",3,0.5025550888641506,image300.jpg,video300.mp4
301,damage_seat,"The seat padding was missing, making it uncomfortable.",1301101111,2024-08-01 13:00:00,2024-08-01 14:30:00,completed,staff301,,,The seat was uncomfortable even after the replacement.,3,0.2751768808610184,image301.jpg,video301.mp4
302,food,The food was stale and had a weird smell.,1302202222,2024-08-03 12:15:00,2024-08-03 13:45:00,completed,staff302,,,"The food was replaced, but it still lacked taste.",2,0.5216919431510039,image302.jpg,video302.mp4
303,unhygenic_compartment,"The compartment was not cleaned, and there was trash everywhere.",1303303333,2024-08-05 12:30:00,2024-08-05 14:00:00,completed,staff303,,,"Cleaning was delayed, but the situation was improved.",3,0.5941542501173022,image303.jpg,video303.mp4
305,violence,A passenger started shouting and disturbing others.,1305505555,2024-08-09 12:45:00,2024-08-09 14:15:00,completed,staff305,,,"The situation was quickly handled, but the atmosphere was tense.",3,0.92014104888724,image305.jpg,video305.mp4
306,unhygenic_toilet,The toilet was extremely dirty and lacked soap.,1306606666,2024-08-11 12:30:00,2024-08-11 14:00:00,completed,staff306,,,"It was cleaned, but it lacked proper sanitation supplies.",3,0.5152486813068425,image306.jpg,video306.mp4
307,management,There was no announcement about the train delay.,1307707777,2024-08-13 12:00:00,2024-08-13 13:30:00,completed,staff307,,,The lack of communication made the delay more stressful.,2,0.3130939442419043,image307.jpg,video307.mp4
308,Electricity,The electricity was frequently interrupted during the journey.,1308808888,2024-08-15 12:45:00,2024-08-15 14:15:00,completed,staff308,,,"The power issue was fixed, but it disrupted the journey.",3,0.610238763989952,image308.jpg,video308.mp4
309,unhygenic_toilet,The washbasin was clogged and dirty.,1309909999,2024-08-17 13:15:00,2024-08-17 14:45:00,completed,staff309,,,"The washbasin was cleaned, but it was still unpleasant to use.",3,0.4230279643293244,image309.jpg,video309.mp4
310,damage_window,"The window had a large crack, and it couldn't be closed properly.",1310000000,2024-08-19 12:30:00,2024-08-19 14:00:00,completed,staff310,,,"The window was replaced, but it was still uncomfortable.",3,0.3677680866428683,image310.jpg,video310.mp4
311,damage_seat,The seat was broken and could not be adjusted.,1311101111,2024-08-21 13:00:00,2024-08-21 14:30:00,completed,staff311,,,"The seat was repaired, but the journey was still uncomfortable.",3,0.3780968723019491,image311.jpg,video311.mp4
312,food,The food served was cold and tasteless.,1312202222,2024-08-23 12:30:00,2024-08-23 14:00:00,completed,staff312,,,"The food was replaced, but it still didn't taste good.",2,0.8713812509198499,image312.jpg,video312.mp4
313,unhygenic_compartment,The compartment was extremely dirty with overflowing trash bins.,1313303333,2024-08-25 13:00:00,2024-08-25 14:30:00,completed,staff313,,,"Cleaning was delayed, but the situation improved later.",3,0.6066524071095669,image313.jpg,video313.mp4
315,violence,"A passenger was fighting with the staff, disturbing everyone.",1315505555,2024-08-29 12:30:00,2024-08-29 14:00:00,completed,staff315,,,"The situation was handled, but it created a tense atmosphere.",3,0.858359064733212,image315.jpg,video315.mp4
316,unhygenic_toilet,The toilet had no paper and was very dirty.,1316606666,2024-08-31 13:00:00,2024-08-31 14:30:00,completed,staff316,,,"The toilet was cleaned, but it still lacked essential supplies.",3,0.5582689928183912,image316.jpg,video316.mp4
317,management,There was no communication about the sudden train delay.,1317707777,2024-09-02 13:30:00,2024-09-02 14:45:00,completed,staff317,,,The lack of communication caused confusion and frustration.,2,0.4128733531901195,image317.jpg,video317.mp4
318,Electricity,"The train lost power multiple times, causing discomfort.",1318808888,2024-09-04 12:45:00,2024-09-04 14:15:00,completed,staff318,,,"The power was restored, but it disrupted the journey.",3,0.4465902317898489,image318.jpg,video318.mp4
319,unhygenic_toilet,The washbasin had no water and was very dirty.,1319909999,2024-09-06 12:30:00,2024-09-06 14:00:00,completed,staff319,,,"The washbasin was cleaned, but it still lacked water.",3,0.5180447110435885,image319.jpg,video319.mp4
320,damage_window,The window was shattered and couldn't be closed.,1320000000,2024-09-08 13:00:00,2024-09-08 14:30:00,completed,staff320,,,"The window was repaired, but it took a while.",3,0.4068259961286267,image320.jpg,video320.mp4
321,damage_seat,The seat was broken and could not be adjusted.,1321101111,2024-09-10 12:00:00,2024-09-10 13:30:00,completed,staff321,,,"The seat was replaced, but it was still uncomfortable.",3,0.381434248799568,image321.jpg,video321.mp4
322,food,The food served was stale and not edible.,1322202222,2024-09-12 12:45:00,2024-09-12 14:15:00,completed,staff322,,,"The food was replaced, but it still wasn't fresh.",2,0.5688931748396026,image322.jpg,video322.mp4
323,unhygenic_compartment,"The compartment was filthy, and the seats were torn.",1323303333,2024-09-14 13:00:00,2024-09-14 14:30:00,completed,staff323,,,"The cleanliness was addressed, but the damage was still visible.",3,0.588645138576915,image323.jpg,video323.mp4
325,violence,A passenger was causing a ruckus in the compartment.,1325505555,2024-09-18 12:45:00,2024-09-18 14:15:00,completed,staff325,,,"The situation was handled, but it disturbed the other passengers.",3,0.5980226874759582,image325.jpg,video325.mp4
326,unhygenic_toilet,The toilet was dirty and had no soap or water.,1326606666,2024-09-20 13:00:00,2024-09-20 14:30:00,completed,staff326,,,"The toilet was cleaned, but it still lacked basic facilities.",3,0.6510887240716624,image326.jpg,video326.mp4
327,management,"There were no announcements about the delay, and the staff was unresponsive.",1327707777,2024-09-22 12:30:00,2024-09-22 14:00:00,completed,staff327,,,The lack of communication was frustrating.,2,0.3356869663590395,image327.jpg,video327.mp4
328,Electricity,The lights kept flickering during the journey.,1328808888,2024-09-24 13:00:00,2024-09-24 14:30:00,completed,staff328,,,"The flickering lights were annoying, but the issue was fixed.",3,0.4755172386309243,image328.jpg,video328.mp4
329,unhygenic_toilet,The washbasin was blocked and very dirty.,1329909999,2024-09-26 13:15:00,2024-09-26 14:45:00,completed,staff329,,,"The washbasin was cleaned, but the plumbing issue was not resolved.",3,0.375709913376644,image329.jpg,video329.mp4
